"","word","n","star_rating"
"1298","foot",35,3
"1299","gauge",35,3
"1300","ir",35,3
"1301","link",35,3
"1302","occasional",35,3
"1303","orange",35,3
"1304","pairing",35,3
"1305","personally",35,3
"1306","possibly",35,3
"1307","pressed",35,3
"1308","programmed",35,3
"1309","randomly",35,3
"1310","section",35,3
"1311","stretch",35,3
"1312","switched",35,3
"1313","total",35,3
"1314","tough",35,3
"1315","warning",35,3
"1316","2010",34,3
"1317","5th",34,3
"1318","ahead",34,3
"1319","applying",34,3
"1320","attention",34,3
"1321","ball",34,3
"1322","blow",34,3
"1323","closer",34,3
"1324","compatibility",34,3
"1325","complicated",34,3
"1326","count",34,3
"1327","crack",34,3
"1328","drops",34,3
"1329","equipment",34,3
"1330","everytime",34,3
"1331","family",34,3
"1332","foam",34,3
"1333","force",34,3
"1334","hdmi",34,3
"1335","improved",34,3
"1336","lacking",34,3
"1337","listing",34,3
"1338","miss",34,3
"1339","previously",34,3
"1340","proof",34,3
"1341","respond",34,3
"1342","route",34,3
