"","word","n","star_rating"
"402","chargers",471,5
"403","difference",470,5
"404","convenient",468,5
"405","totally",468,5
"406","mode",466,5
"407","external",464,5
"408","lost",463,5
"409","designed",462,5
"410","white",462,5
"411","noise",461,5
"412","bulky",457,5
"413","hit",455,5
"414","heard",454,5
"415","dvd",450,5
"416","gen",450,5
"417","cords",448,5
"418","options",448,5
"419","started",448,5
"420","snug",445,5
"421","view",445,5
"422","person",444,5
"423","android",443,5
"424","pink",443,5
"425","drop",442,5
"426","held",442,5
"427","plenty",442,5
"428","videos",441,5
"429","performance",440,5
"430","units",440,5
"431","level",439,5
"432","cons",436,5
"433","disappointed",435,5
"434","voice",434,5
"435","hooked",432,5
"436","inch",432,5
"437","ports",432,5
"438","reasonable",432,5
"439","test",432,5
"440","wireless",431,5
"441","alarm",430,5
"442","purchasing",430,5
"443","condition",429,5
"444","setting",429,5
"445","break",428,5
"446","length",428,5
"447","plays",427,5
"448","helps",426,5
"449","adjust",425,5
"450","door",425,5
"451","hook",424,5
"452","standard",424,5
"453","tiny",424,5
"454","input",423,5
"455","live",423,5
"456","reason",423,5
"457","accessories",422,5
"458","air",421,5
"459","broke",421,5
"460","amount",420,5
"461","difficult",420,5
"462","taking",418,5
"463","program",417,5
"464","safe",417,5
"465","bubbles",416,5
"466","provided",416,5
"467","larger",415,5
"468","keys",414,5
"469","TRUE",413,5
"470","windshield",413,5
"471","feet",412,5
"472","functions",410,5
"473","mind",410,5
"474","plan",410,5
"475","reception",410,5
"476","market",409,5
"477","smooth",409,5
"478","style",409,5
"479","pouch",407,5
"480","radios",407,5
"481","square",407,5
"482","stations",407,5
"483","base",406,5
"484","handle",406,5
"485","recording",405,5
"486","user",405,5
"487","windows",405,5
"488","fire",403,5
"489","hour",403,5
"490","lots",402,5
"491","apply",401,5
"492","immediately",401,5
"493","huge",400,5
"494","move",400,5
"495","past",400,5
"496","watts",400,5
"497","outlet",399,5
"498","recently",399,5
"499","slightly",399,5
"500","static",399,5
"501","scratches",398,5
"502","press",397,5
"503","priced",397,5
"504","oem",396,5
"505","settings",396,5
"506","digital",395,5
"507","tape",394,5
"508","attached",393,5
"509","choice",390,5
"510","trade",390,5
"511","previous",389,5
"512","wow",389,5
"513","wait",388,5
"514","powerful",386,5
"515","samsung",386,5
"516","saved",386,5
"517","local",385,5
"518","sleeve",385,5
"519","cards",382,5
"520","multiple",382,5
"521","care",378,5
"522","pioneer",378,5
"523","save",377,5
"524","securely",377,5
"525","figure",376,5
"526","including",375,5
"527","app",374,5
"528","fall",374,5
"529","future",374,5
"530","glare",372,5
"531","nike",372,5
"532","mounted",371,5
"533","directly",370,5
"534","pros",370,5
"535","thin",370,5
"536","business",369,5
"537","channel",369,5
"538","push",369,5
"539","speed",369,5
"540","50",367,5
"541","spent",367,5
"542","electronics",366,5
"543","supposed",366,5
"544","means",365,5
"545","deck",363,5
"546","surface",363,5
"547","ease",362,5
"548","paired",362,5
"549","pc",362,5
"550","players",362,5
"551","build",361,5
"552","coming",361,5
"553","thick",361,5
"554","bucks",360,5
"555","im",360,5
"556","dust",357,5
"557","metal",355,5
"558","trouble",355,5
"559","fairly",354,5
"560","galaxy",354,5
"561","damage",353,5
"562","calls",352,5
"563","closed",352,5
"564","idea",352,5
"565","hot",351,5
"566","magnetic",350,5
"567","stick",350,5
"568","spend",349,5
"569","stores",349,5
"570","glove",348,5
"571","ready",348,5
"572","slip",348,5
"573","seat",345,5
"574","song",345,5
"575","lighter",344,5
"576","bonus",342,5
"577","mic",341,5
"578","wheel",341,5
"579","snap",340,5
"580","carrying",339,5
"581","fan",339,5
"582","cam",336,5
"583","delivered",336,5
"584","movies",336,5
"585","sensor",336,5
"586","stay",336,5
"587","subwoofer",336,5
"588","grip",335,5
"589","addition",334,5
"590","entire",334,5
"591","match",334,5
"592","cars",333,5
"593","daily",333,5
"594","headset",333,5
"595","helpful",333,5
"596","lasts",333,5
"597","nuvi",333,5
"598","packaging",332,5
"599","watt",332,5
"600","9",331,5
"601","stylus",329,5
"602","pictures",328,5
"603","suction",327,5
"604","cup",325,5
"605","mirror",325,5
"606","amps",324,5
"607","purpose",324,5
"608","stop",324,5
"609","bigger",323,5
"610","thinking",323,5
"611","tested",322,5
"612","ability",321,5
"613","broken",321,5
"614","receive",321,5
"615","return",321,5
"616","star",321,5
"617","ac",320,5
"618","date",320,5
"619","wiring",320,5
"620","putting",319,5
"621","shower",319,5
"622","trent",319,5
"623","40",318,5
"624","boat",318,5
"625","recharge",318,5
"626","upgrade",318,5
"627","regular",317,5
"628","record",316,5
"629","hole",315,5
"630","provide",315,5
"631","accurate",314,5
"632","told",314,5
"633","forward",313,5
"634","frequency",313,5
"635","additional",312,5
"636","dollars",312,5
"637","worried",312,5
"638","amplifier",311,5
"639","bundle",311,5
"640","solution",311,5
"641","crisp",310,5
"642","green",310,5
"643","guess",309,5
"644","matter",309,5
"645","storage",309,5
"646","pick",308,5
"647","slot",308,5
"648","track",308,5
"649","complaint",307,5
"650","download",306,5
"651","angle",305,5
"652","based",305,5
"653","data",305,5
"654","mounting",305,5
"655","stylish",304,5
"656","charm",303,5
"657","slide",303,5
"658","automatically",302,5
"659","itouch",302,5
"660","minor",302,5
"661","lightweight",301,5
"662","pull",301,5
"663","affordable",300,5
"664","figured",300,5
"665","finish",300,5
"666","trips",300,5
"667","zen",299,5
"668","purple",298,5
"669","sold",297,5
"670","bike",296,5
"671","flat",296,5
"672","games",296,5
"673","happier",296,5
"674","loose",296,5
"675","alot",295,5
"676","internet",295,5
"677","position",295,5
"678","pod",294,5
"679","accessory",293,5
"680","slim",293,5
"681","window",293,5
"682","actual",292,5
"683","distortion",292,5
"684","faster",291,5
"685","flawlessly",291,5
"686","plugs",291,5
"687","rms",290,5
"688","2nd",289,5
"689","class",289,5
"690","properly",289,5
"691","clock",288,5
"692","lower",288,5
"693","opinion",288,5
"694","choose",287,5
"695","likes",287,5
"696","smart",287,5
"697","directions",285,5
"698","negative",285,5
"699","played",285,5
"700","called",284,5
"701","noticed",284,5
"702","dual",283,5
"703","guy",283,5
"704","navigation",283,5
"705","reliable",283,5
"706","clarity",282,5
"707","construction",282,5
"708","expecting",282,5
"709","ipods",282,5
"710","runs",282,5
"711","tool",282,5
"712","traveling",282,5
"713","capacity",281,5
"714","keeping",281,5
"715","incredible",280,5
"716","office",279,5
"717","edge",278,5
"718","mail",278,5
"719","source",278,5
"720","search",277,5
"721","lol",276,5
"722","powered",276,5
"723","attach",275,5
"724","birthday",274,5
"725","file",274,5
"726","understand",274,5
"727","website",274,5
"728","cloth",273,5
"729","description",273,5
"730","normal",273,5
"731","tab",273,5
"732","youtube",273,5
"733","4th",272,5
"734","backup",272,5
"735","chance",272,5
"736","double",272,5
"737","exact",272,5
"738","sounding",272,5
"739","waterproof",272,5
"740","pro",271,5
"741","current",270,5
"742","earlier",270,5
"743","lose",270,5
"744","remember",270,5
"745","center",269,5
"746","kenwood",268,5
"747","shape",268,5
"748","sleek",268,5
"749","velcro",267,5
"750","classic",266,5
"751","table",266,5
"752","unlike",266,5
"753","complete",265,5
"754","correct",265,5
"755","flip",265,5
"756","lasted",265,5
"757","packaged",264,5
"758","site",264,5
"759","main",263,5
"760","protecting",263,5
"761","desk",262,5
"762","flexible",262,5
"763","lightning",262,5
"764","rate",262,5
"765","research",262,5
"766","appears",260,5
"767","holes",260,5
"768","operate",259,5
"769","amazed",257,5
"770","notice",256,5
"771","brands",255,5
"772","functional",255,5
"773","skeptical",255,5
"774","stated",255,5
"775","4s",254,5
"776","compatible",254,5
"777","interface",254,5
"778","promised",254,5
"779","installing",251,5
"780","send",251,5
"781","25",250,5
"782","scratch",249,5
"783","straight",249,5
"784","attractive",248,5
"785","distance",248,5
"786","equipment",248,5
"787","everyday",248,5
"788","flash",248,5
"789","microphone",248,5
"790","dead",247,5
"791","ground",247,5
"792","kicker",247,5
"793","electronic",246,5
"794","lock",246,5
"795","menu",246,5
"796","outstanding",246,5
"797","response",246,5
"798","spot",246,5
"799","wired",246,5
"800","impressive",245,5
"801","rest",245,5
"802","bed",244,5
"803","film",244,5
"804","gym",244,5
"805","highs",244,5
"806","process",244,5
"807","suggest",244,5
"808","sync",243,5
"809","gauge",242,5
"810","honest",242,5
"811","rock",242,5
"812","shoes",242,5
"813","chose",241,5
"814","compliments",241,5
"815","fix",241,5
"816","mobile",241,5
"817","prefer",241,5
"818","rechargeable",241,5
"819","offers",240,5
"820","functionality",239,5
"821","ran",239,5
"822","talk",239,5
"823","3rd",238,5
"824","load",238,5
"825","tech",238,5
"826","deep",237,5
"827","media",237,5
"828","pop",236,5
"829","application",235,5
"830","cleaning",235,5
"831","professional",235,5
"832","driver",234,5
"833","separate",234,5
"834","email",233,5
"835","information",233,5
"836","pairing",233,5
"837","louder",232,5
"838","monitor",232,5
"839","systems",232,5
"840","wide",232,5
"841","covered",231,5
"842","guys",231,5
"843","rating",231,5
"844","scratched",231,5
"845","crystal",230,5
"846","giving",230,5
"847","series",230,5
"848","flap",229,5
"849","lcd",229,5
"850","miles",229,5
"851","careful",228,5
"852","format",228,5
"853","stopped",228,5
"854","promptly",227,5
"855","watching",227,5
"856","auto",226,5
"857","connects",226,5
"858","ears",226,5
"859","spare",226,5
"860","supply",226,5
"861","dark",225,5
"862","finding",225,5
"863","3.5mm",224,5
"864","basic",224,5
"865","minute",224,5
"866","surprise",224,5
"867","surprisingly",224,5
"868","technology",224,5
"869","adjustable",223,5
"870","bring",223,5
"871","clips",223,5
"872","follow",223,5
"873","anymore",222,5
"874","cassette",221,5
"875","contacted",221,5
"876","ereader",221,5
"877","internal",221,5
"878","pandora",220,5
"879","total",220,5
"880","accessible",219,5
"881","pen",219,5
"882","rated",219,5
"883","500",218,5
"884","concerned",218,5
"885","gifts",218,5
"886","kobo",218,5
"887","mention",216,5
"888","removed",216,5
"889","school",216,5
"890","forget",215,5
"891","panel",215,5
"892","pockets",215,5
"893","shop",215,5
"894","beach",214,5
"895","required",214,5
"896","world",214,5
"897","gb",212,5
"898","mentioned",212,5
"899","5th",211,5
"900","claim",211,5
"901","fault",211,5
"902","mid",211,5
"903","sounded",211,5
"904","click",210,5
"905","16",208,5
"906","docking",208,5
"907","originally",208,5
"908","shut",208,5
"909","max",206,5
"910","60",205,5
"911","annoying",205,5
"912","fuse",205,5
"913","models",205,5
"914","shuffle",205,5
"915","sitting",205,5
"916","reach",204,5
"917","friendly",203,5
"918","game",203,5
"919","jl",203,5
"920","ohm",203,5
"921","page",203,5
"922","searching",203,5
"923","answer",202,5
"924","hits",202,5
"925","list",202,5
"926","gadget",201,5
"927","hearing",201,5
"928","notes",201,5
"929","adapters",200,5
"930","harness",199,5
"931","plate",199,5
"932","pleasantly",199,5
"933","supplied",199,5
"934","tooth",199,5
"935","foot",198,5
"936","3g",197,5
"937","beats",197,5
"938","connectors",197,5
"939","edges",197,5
"940","toyota",197,5
"941","200",196,5
"942","damaged",196,5
"943","timely",196,5
"944","maps",195,5
"945","words",195,5
"946","channels",194,5
"947","connecting",194,5
"948","constantly",194,5
"949","offer",194,5
"950","tough",194,5
"951","cigarette",193,5
"952","neat",193,5
"953","programming",193,5
"954","average",192,5
"955","frame",192,5
"956","walk",192,5
"957","complain",191,5
"958","manufacturer",191,5
"959","party",191,5
"960","pushing",191,5
"961","text",191,5
"962","didnt",190,5
"963","enclosure",190,5
"964","exceeded",190,5
"965","snugly",190,5
"966","tools",190,5
"967","closure",189,5
"968","excited",188,5
"969","google",188,5
"970","stuck",188,5
"971","bulk",187,5
"972","dealer",187,5
"973","earphones",187,5
"974","mom",187,5
"975","pause",187,5
"976","pin",187,5
"977","step",187,5
"978","direct",186,5
"979","includes",186,5
"980","movie",186,5
"981","packs",186,5
"982","pieces",186,5
"983","rca",186,5
"984","recomend",186,5
"985","apps",185,5
"986","bargain",185,5
"987","dashboard",185,5
"988","daughter's",185,5
"989","location",185,5
"990","paper",185,5
"991","tomtom",185,5
"992","write",185,5
"993","glass",184,5
"994","sun",184,5
"995","11",183,5
"996","adds",183,5
"997","con",183,5
"998","firmware",182,5
"999","pad",182,5
"1000","picked",182,5
"1001","playback",182,5
"1002","sansa",182,5
"1003","throw",182,5
"1004","falling",181,5
"1005","flimsy",181,5
"1006","harder",181,5
"1007","helped",181,5
"1008","morning",181,5
"1009","vendor",181,5
"1010","walking",181,5
"1011","insert",180,5
"1012","motorcycle",180,5
"1013","previously",180,5
"1014","board",179,5
"1015","cds",179,5
"1016","magnet",179,5
"1017","mounts",179,5
"1018","moving",179,5
"1019","returned",179,5
"1020","solar",179,5
"1021","texture",179,5
"1022","trunk",179,5
"1023","80",178,5
"1024","bunch",178,5
"1025","china",178,5
"1026","comment",178,5
"1027","shoe",178,5
"1028","investment",177,5
"1029","limited",177,5
"1030","results",177,5
"1031","smartphone",177,5
"1032","thrilled",177,5
"1033","vehicles",177,5
"1034","contact",176,5
"1035","continue",176,5
"1036","creative",176,5
"1037","tom",176,5
"1038","barely",175,5
"1039","block",175,5
"1040","drivers",175,5
"1041","include",175,5
"1042","initially",175,5
"1043","machine",175,5
"1044","pool",175,5
"1045","compare",174,5
"1046","heat",174,5
"1047","map",174,5
"1048","sister",174,5
"1049","sit",174,5
"1050","weather",174,5
"1051","wont",174,5
"1052","correctly",173,5
"1053","punch",173,5
"1054","ride",173,5
"1055","fixed",172,5
"1056","honestly",172,5
"1057","proof",172,5
"1058","replacing",172,5
"1059","wife's",172,5
"1060","zipper",172,5
"1061","beautifully",171,5
"1062","boom",170,5
"1063","changed",170,5
"1064","earbuds",170,5
"1065","extended",170,5
"1066","floor",170,5
"1067","image",170,5
"1068","nt70t",170,5
"1069","talking",170,5
"1070","adding",169,5
"1071","brought",169,5
"1072","components",169,5
"1073","crazy",169,5
"1074","engine",169,5
"1075","ive",169,5
"1076","sets",169,5
"1077","shell",169,5
"1078","elastic",168,5
"1079","flashlight",168,5
"1080","indicator",168,5
"1081","info",168,5
"1082","library",168,5
"1083","performs",168,5
"1084","removing",168,5
"1085","repair",168,5
"1086","sleep",168,5
"1087","anti",167,5
"1088","de",167,5
"1089","jeep",167,5
"1090","rich",167,5
"1091","scanner",167,5
"1092","screws",167,5
"1093","4g",166,5
"1094","backpack",166,5
"1095","durability",166,5
"1096","form",166,5
"1097","middle",166,5
"1098","shown",166,5
"1099","viewing",166,5
"1100","web",166,5
"1101","300",165,5
"1102","alternative",165,5
"1103","corner",165,5
"1104","custom",165,5
"1105","doubt",165,5
"1106","warm",165,5
"1107","wrist",165,5
"1108","accidentally",164,5
"1109","drops",164,5
"1110","imagine",164,5
"1111","inches",164,5
"1112","instruction",164,5
"1113","link",164,5
"1114","otterbox",164,5
"1115","types",164,5
"1116","variety",164,5
"1117","basically",163,5
"1118","breaking",163,5
"1119","doesnt",163,5
"1120","interference",163,5
"1121","starts",163,5
"1122","transfer",163,5
"1123","transmitters",163,5
"1124","1000",162,5
"1125","body",162,5
"1126","corners",162,5
"1127","missing",162,5
"1128","sealed",162,5
"1129","traffic",162,5
"1130","1st",161,5
"1131","bother",161,5
"1132","finger",161,5
"1133","sticker",161,5
"1134","wifi",161,5
"1135","word",161,5
"1136","inverter",160,5
"1137","penny",160,5
"1138","personal",160,5
"1139","regret",160,5
"1140","sort",160,5
"1141","background",159,5
"1142","connections",159,5
"1143","users",159,5
"1144","cameras",158,5
"1145","fair",158,5
"1146","juice",158,5
"1147","nexus",158,5
"1148","5s",157,5
"1149","brother",157,5
"1150","buds",157,5
"1151","compartment",157,5
"1152","died",157,5
"1153","interior",157,5
"1154","iphones",157,5
"1155","pairs",157,5
"1156","ram",157,5
"1157","selling",157,5
"1158","ball",156,5
"1159","budget",156,5
"1160","constructed",156,5
"1161","cradle",156,5
"1162","literally",156,5
"1163","positive",156,5
"1164","questions",156,5
"1165","realized",156,5
"1166","rockford",156,5
"1167","slight",156,5
"1168","bt",155,5
"1169","el",155,5
"1170","error",155,5
"1171","extender",155,5
"1172","hardware",155,5
"1173","kitchen",155,5
"1174","loop",155,5
"1175","operation",155,5
"1176","post",155,5
"1177","reviewer",155,5
"1178","sell",155,5
"1179","sized",155,5
"1180","skins",155,5
"1181","ahead",154,5
"1182","ford",154,5
"1183","granddaughter",154,5
"1184","major",154,5
"1185","met",154,5
"1186","poor",154,5
"1187","sample",154,5
"1188","tunes",154,5
"1189","adequate",153,5
"1190","console",153,5
"1191","extension",153,5
"1192","fell",153,5
"1193","fill",153,5
"1194","hesitate",153,5
"1195","intended",153,5
"1196","offered",153,5
"1197","prices",153,5
"1198","reviewers",153,5
"1199","treble",153,5
"1200","waiting",153,5
"1201","cd's",152,5
"1202","duty",152,5
"1203","eq",152,5
"1204","failed",152,5
"1205","itunes",152,5
"1206","motorola",152,5
"1207","photo",152,5
"1208","special",152,5
"1209","squaretrade",152,5
"1210","downside",151,5
"1211","lifeproof",151,5
"1212","living",151,5
"1213","luck",151,5
"1214","blown",150,5
"1215","loaded",150,5
"1216","produce",150,5
"1217","require",150,5
"1218","requires",150,5
"1219","screw",150,5
"1220","doors",149,5
"1221","pass",149,5
"1222","resolution",149,5
"1223","tune",149,5
"1224","accident",148,5
"1225","kinda",148,5
"1226","materials",148,5
"1227","smell",148,5
"1228","summer",148,5
"1229","tuner",148,5
"1230","vacation",148,5
"1231","barnes",147,5
"1232","depending",147,5
"1233","happen",147,5
"1234","leaving",147,5
"1235","mah",147,5
"1236","recorder",147,5
"1237","unique",147,5
"1238","arms",146,5
"1239","fiio",146,5
"1240","frequencies",146,5
"1241","socket",146,5
"1242","vision",146,5
"1243","wonderfully",146,5
"1244","18",145,5
"1245","breeze",145,5
"1246","eventually",145,5
"1247","gain",145,5
"1248","hassle",145,5
"1249","improvement",145,5
"1250","multi",145,5
"1251","ring",145,5
"1252","sooner",145,5
"1253","stable",145,5
"1254","bracket",144,5
"1255","electrical",144,5
"1256","prompt",144,5
"1257","satellite",144,5
"1258","slides",144,5
"1259","13",143,5
"1260","90",143,5
"1261","trust",143,5
"1262","costs",142,5
"1263","effective",142,5
"1264","happened",142,5
"1265","noble",142,5
"1266","padded",142,5
"1267","pre",142,5
"1268","sensitive",142,5
"1269","shopping",142,5
"1270","snaps",142,5
"1271","bill",141,5
"1272","camping",141,5
"1273","city",141,5
"1274","receiving",141,5
"1275","bang",140,5
"1276","checked",140,5
"1277","daughters",140,5
"1278","english",140,5
"1279","exchange",140,5
"1280","grandson",140,5
"1281","sharp",140,5
"1282","skip",140,5
"1283","son's",140,5
"1284","specific",140,5
"1285","tracks",140,5
"1286","levels",139,5
"1287","portability",139,5
"1288","rough",139,5
"1289","strongly",139,5
"1290","blackberry",138,5
"1291","changing",138,5
"1292","emergency",138,5
"1293","falls",138,5
"1294","programmed",138,5
"1295","recieved",138,5
"1296","sale",138,5
"1297","tip",138,5
"1298","24",137,5
"1299","3.5",137,5
"1300","chip",137,5
"1301","effect",137,5
"1302","hoping",137,5
"1303","photos",137,5
"1304","silicon",137,5
"1305","solved",137,5
"1306","thicker",137,5
"1307","arrive",136,5
"1308","bar",136,5
"1309","feeling",136,5
"1310","honda",136,5
"1311","htc",136,5
"1312","ideal",136,5
"1313","mile",136,5
"1314","monster",136,5
"1315","steal",136,5
"1316","superior",136,5
"1317","testing",136,5
"1318","wet",136,5
"1319","capability",135,5
"1320","downloaded",135,5
"1321","dropping",135,5
"1322","fold",135,5
"1323","identical",135,5
"1324","listed",135,5
"1325","select",135,5
"1326","tablets",135,5
"1327","wrap",135,5
